	GFP1	GFP2	GFP3	GFP4	GFP5	GFP6	GFP7	GFP8	GFP9	GFP10	GFP11
LONRF3	-0.066087298	-0.081106513	-0.040428912	-0.067316266	-0.102413467	-0.146565623	-0.164628027	-0.082674037	-0.08219923	-0.064413477	-0.124813978
LOR	-0.146739513	-0.182875032	-0.222473477	-0.186201929	-0.248614494	-0.239672823	-0.21835673	-0.20319524	-0.234185427	-0.190423215	-0.191917887
LOX	0.489775163	0.647737438	0.54211484	0.426082814	0.528864535	0.62745705	0.508705425	0.477247186	0.631554778	0.457729061	0.5538028
LOXL1	1.052510268	1.139348247	1.043982569	0.90442692	1.135282177	1.156018241	0.995158538	0.981530949	1.022315718	0.906857845	1.075706047
LOXL2	1.346215775	1.414350909	1.522795992	1.346406026	1.481484224	1.667264284	1.410889766	1.191859216	1.316272097	1.305285936	1.344172901
LPA	-0.218101516	-0.231566788	-0.175058895	-0.176158113	-0.19110916	-0.179152233	-0.183426021	-0.1926195	-0.12919459	-0.122652185	-0.144985727
LPAL2	-0.23412769	-0.191174731	-0.204378366	-0.039585167	-0.303120687	-0.169806806	-0.187034758	-0.239687712	-0.243897887	-0.123976345	-0.1791742
LPAR1	0.240569851	0.217140957	0.168118481	0.274214776	0.155321932	0.249769105	0.188227812	0.179006442	0.145380698	0.059043685	0.148730241
LPAR2	0.358305171	0.415454528	0.355221856	0.356048897	0.396549279	0.331568915	0.388975415	0.356337278	0.358849314	0.308985489	0.437124558
LPAR3	0.091971509	0.124227185	0.078280892	0.032882972	0.042275512	0.105597386	0.150472012	0.089702124	0.077987796	0.046904428	0.057802581
LPAR4	-0.237184856	-0.102122162	-0.181454305	-0.236602305	-0.143912825	-0.112520599	-0.152772446	-0.096996331	-0.10352552	-0.080073813	-0.12006448
LPAR6	0.903824461	0.893360642	0.877756798	0.838417728	1.150516259	0.958182571	0.945871693	0.881626291	0.856256474	0.815340082	0.991154752
LPCAT1	0.685231391	0.713715447	0.755857076	0.735102502	0.759676712	0.599280341	0.661028134	0.578851415	0.468325719	0.442512886	0.752724488
LPCAT3	0.516000158	0.553059851	0.452886393	0.556959137	0.471942603	0.570837559	0.583927931	0.500769478	0.511152358	0.605482555	0.543300746
LPCAT4	0.553546346	0.713087982	0.594873604	0.53758736	0.734603044	0.670276849	0.643919065	0.635537901	0.586391943	0.480800784	0.723583152
LPGAT1	0.056037093	0.192634064	0.110534887	0.056735187	0.197225183	0.10808223	0.15031406	0.136813063	0.124861208	0.132129482	0.231861728
LPHN1	-0.012660131	0.018787709	-0.012917409	-0.001397578	0.016765379	-0.007005655	-0.012823747	0.017929049	-0.038706008	0.005085016	0.012250995
LPHN2	0.877496555	0.90352242	0.918231771	0.884736739	0.822046386	0.858679372	0.959980865	0.758145953	0.827647736	0.78617325	0.9447358
LPHN3	-0.073743287	-0.056259286	-0.109212772	-0.096342592	-0.073313332	-0.091851283	-0.107494289	-0.07472201	-0.039297431	-0.161864853	-0.07487479
LPIN1	0.384107569	0.414893351	0.498010023	0.321875412	0.421421117	0.451514513	0.377513443	0.307707707	0.373109346	0.300651548	0.395200867
LPIN2	-0.116603199	-0.108341156	-0.156747845	-0.073174329	-0.166110095	-0.064840454	-0.102191239	-0.113070314	-0.132836592	-0.141163224	-0.078247374
LPL	-0.136710029	-0.096982398	-0.09773432	-0.085538508	-0.121167272	-0.048099138	-0.086059743	-0.114484658	-0.141225863	-0.038197327	-0.056176687
LPO	-0.094514925	-0.079433149	-0.042278962	-0.065378954	-0.108200681	-0.081628902	-0.075331608	-0.116530158	-0.090402581	-0.045548749	-0.067353025
LPP	0.676746515	0.755749684	0.78199225	0.717579162	0.757565284	0.764979632	0.715684818	0.634885071	0.664674795	0.719263253	0.791510145
LPPR1	-0.145045765	-0.185213079	-0.168407666	-0.165959809	-0.128715801	-0.183213647	-0.117465233	-0.090792267	-0.169601424	-0.147135728	-0.13366584
LPPR2	0.101431479	0.026713068	0.105984601	0.08415725	0.041090992	0.089273322	0.104084526	0.065906428	0.074951639	0.077206679	0.105071341
LPPR3	-0.252529694	-0.223682366	-0.189503438	-0.094625218	-0.196340385	-0.206753301	-0.258345056	-0.233368502	-0.242042985	-0.208678587	-0.26432005
LPPR4	-0.118767197	-0.186048169	-0.12463306	-0.165154184	-0.10343103	-0.158915593	-0.149683351	-0.129365117	-0.200936195	-0.202279385	-0.184418905
LPXN	0.149573051	0.134902392	0.150296743	0.087887751	0.226683178	0.109687146	0.079736677	0.090647937	0.045812965	0.139128504	0.220343358
LRAT	0.341271796	0.45988359	0.43371392	0.461679747	0.511097638	0.324864355	0.411246075	0.223698474	0.308717113	0.288745123	0.487033782
LRBA	0.742004266	0.708353452	0.749906647	0.816029874	0.717592949	0.677294194	0.7636937	0.658737788	0.760815359	0.681196718	0.775788667
LRCH1	-0.138891155	-0.070025041	-0.129156368	-0.148963522	-0.187744673	-0.207746306	-0.1775144	-0.221719094	-0.128193086	-0.083956894	-0.040681927
LRCH4	0.199950724	0.208366586	0.141504065	0.208569173	0.226460783	0.181494794	0.186365776	0.126253641	0.150214063	0.146920108	0.091930357
LRFN3	-0.029656891	0.011953325	-0.009006747	-0.035223976	-0.0427883	-0.009927892	-0.067844807	-0.039362846	-0.043823776	-0.084747658	-0.030970206
LRFN4	0.27689933	0.378759653	0.236079283	0.243486381	0.315946677	0.196724306	0.215039695	0.167404346	0.111287942	0.08745178	0.232529896
LRIF1	0.486731512	0.531897604	0.340911172	0.309459677	0.405097124	0.469517767	0.399675645	0.352532615	0.479856617	0.471025947	0.507512001
LRIG1	0.432804019	0.385657192	0.429097574	0.468826369	0.533475035	0.34976129	0.463584406	0.377935857	0.342892074	0.354822916	0.515142257
LRIG2	0.215900464	0.273514238	0.272481972	0.324565868	0.295834491	0.284680387	0.23650853	0.228857749	0.180311575	0.285547896	0.428103789
LRIT1	-0.282310718	-0.278195097	-0.251170101	-0.258972575	-0.155686067	-0.175749924	-0.230412608	-0.218234427	-0.302366287	-0.29142908	-0.272921389
LRMP	-0.173046648	-0.181304205	-0.164542097	-0.173271559	-0.178094113	-0.1737539	-0.1868903	-0.187974107	-0.180428719	-0.219331498	-0.169727342
LRP1	0.346653629	0.337322587	0.425090399	0.346483584	0.42785337	0.284426406	0.273651484	0.213848947	0.15020029	0.16772119	0.271244588
LRP10	2.544704656	2.462896692	2.761389189	2.624783334	2.732836849	2.820981933	2.695824398	2.414596399	2.367191414	2.396379885	2.450408167
LRP12	0.399000417	0.388875965	0.310671641	0.382275333	0.413820391	0.42644028	0.411045066	0.394145532	0.427211603	0.413502942	0.504596612
LRP1B	-0.119346894	-0.099073234	-0.183957876	-0.064079247	-0.066817002	-0.098122268	-0.095037454	-0.107476291	-0.112311128	-0.234971535	-0.072954719
LRP2	0.013275715	-0.059256628	-0.010074081	0.031570935	0.000582521	-0.023002995	0.014113827	-0.040847945	0.06650343	-0.079896281	-0.032647894
LRP2BP	-0.21091742	-0.10500515	-0.21047182	-0.11842073	-0.230749056	-0.160832253	-0.156823389	-0.239974895	-0.154799159	-0.141642544	-0.109962168
LRP3	-0.061510986	0.094832287	0.011237663	-0.051068006	0.089984932	0.004100021	0.011724139	0.034269353	-0.02147783	0.012853342	0.04163217
LRP4	0.114082096	0.111116003	0.156932562	0.225189932	0.092680553	0.196384481	0.184164114	0.069110051	-0.022687908	0.004971732	0.142489609
LRP5	0.340482108	0.406635933	0.429660249	0.41987673	0.462779095	0.346473663	0.349630339	0.214722275	0.166380356	0.223513927	0.349544226
LRP5L	0.00806385	0.071123286	0.037135318	0.105496831	0.143233462	0.119464763	0.03812601	0.015307339	0.033086011	0.074408625	0.135537432
LRP6	0.289477202	0.220406318	0.349873905	0.281852806	0.310655073	0.237138256	0.259403616	0.192764934	0.198336731	0.229271303	0.338022126
LRP8	0.354618151	0.406082521	0.319703788	0.376772372	0.401493188	0.435318974	0.324513436	0.190435557	0.188327549	0.217953211	0.393183315
LRPAP1	1.759070949	1.671232402	1.546670683	1.657503976	1.570669889	1.791150312	1.78265208	1.903173473	1.866006378	1.603702664	1.862516416
LRPPRC	1.109593649	1.196566866	1.176205984	1.183979478	1.199821774	1.193217246	1.141908111	1.132351676	1.219966022	1.246124432	1.355035175
LRRC1	0.599729767	0.65475089	0.570881147	0.6487386	0.580131871	0.612665041	0.659500923	0.63763087	0.705751521	0.540716061	0.650807641
LRRC14	0.111415023	0.267477105	0.249060432	0.222969923	0.277408413	0.281705608	0.276016676	0.209356242	0.282019077	0.264554088	0.365923773
LRRC15	-0.119174446	-0.103008412	-0.137071819	-0.165389453	-0.165721967	-0.184077346	-0.191376579	-0.078782665	-0.090524359	-0.113907842	-0.143095822
LRRC16A	0.421315553	0.436641889	0.40306254	0.389817298	0.457168159	0.344456464	0.376262903	0.432081193	0.417615184	0.389498336	0.519573351
LRRC17	-0.012930997	-0.162129499	0.015101527	-0.043469772	-0.049817346	-0.122890813	-0.134085866	-0.132839193	-0.074206385	-0.144164828	-0.124568576
LRRC19	-0.29223681	-0.295014313	-0.270251714	-0.2148468	-0.197725152	-0.220726227	-0.221540744	-0.267218813	-0.227769763	-0.230875473	-0.25973871
LRRC2	-0.21626055	-0.162228685	-0.230093679	-0.187963652	-0.144232033	-0.136836954	-0.171217849	-0.162459191	-0.150682627	-0.202943673	-0.170560603
LRRC20	-0.101000113	-0.06907209	-0.120424502	-0.064742788	-0.101718279	-0.106167871	-0.084933538	-0.084265123	-0.059263078	-0.080750323	-0.126760675
LRRC23	-0.035457274	-0.03598157	-0.079747496	-0.089480383	-0.066418366	-0.128547389	-0.091993604	-0.031092554	-0.08299754	-0.088265043	-0.064630324
LRRC3	-0.29356558	-0.178093859	-0.252171667	-0.363770049	-0.293844929	-0.294476911	-0.287651487	-0.141658221	-0.256662005	-0.204957131	-0.186149457
LRRC31	-0.244687725	-0.178338177	-0.23397776	-0.224266965	-0.137967965	-0.205853075	-0.15840522	-0.221137356	-0.196174088	-0.241644583	-0.206086402
LRRC32	-0.146132205	-0.198511714	-0.127044026	-0.060823113	-0.14860393	-0.102934678	-0.178359927	-0.161240943	-0.094271236	-0.190341195	-0.116359039
LRRC36	-0.069818146	-0.042817144	-0.155430155	-0.042861943	-0.13812054	-0.12312047	-0.08067165	-0.15177349	-0.079353945	-0.136384465	-0.036402891
LRRC40	0.764149137	0.556522016	0.571406886	0.671144539	0.538185813	0.450154378	0.621659078	0.574159705	0.613739764	0.536734086	0.645910744
LRRC41	1.017147496	1.14177781	0.982362516	1.099233821	1.035772421	0.972092793	1.032387495	0.955434583	0.987867143	0.891961586	0.995170605
LRRC42	0.680137508	0.808173406	0.628211462	0.683286567	0.669526136	0.692744386	0.663340593	0.676269439	0.73723312	0.564254045	0.801473532
LRRC47	1.175367405	1.153920458	1.30249338	1.279779822	1.27704368	1.251352078	1.23151008	1.231601947	1.331940605	1.227100766	1.42446502
LRRC48	-0.084565547	-0.10997008	-0.041243825	-0.017670731	-0.100258334	-0.058382017	-0.086826738	-0.083143419	-0.120107098	-0.200066092	-0.124249305
LRRC49	0.292347521	0.353486751	0.280288265	0.400362867	0.484707505	0.343553616	0.282925099	0.278921178	0.271659404	0.31800357	0.484056416
LRRC50	-0.058910416	-0.049099891	-0.097015962	-0.062932633	-0.023885064	-0.136781595	-0.076968669	-0.020536401	-0.069149448	-0.046308341	-0.046566191
LRRC59	1.550428143	1.537199165	1.506828581	1.531928565	1.544766358	1.565524042	1.541598294	1.600115189	1.644690854	1.680435521	1.640858906
LRRC6	-0.059683983	-0.107970818	-0.084590312	-0.065255625	-0.097626156	-0.084776089	-0.101185543	-0.122136362	-0.058691	-0.178649786	-0.082881626
LRRC61	-0.053199197	-0.038924947	-0.137961074	-0.048142655	-0.074857013	-0.125738135	-0.030087164	-0.130368084	-0.036300822	-0.026291916	-0.011490494
LRRC68	-0.167939472	-0.181320073	-0.216626088	-0.162200262	-0.150077632	-0.222789848	-0.237382542	-0.200134115	-0.212772092	-0.102004641	-0.061919779
LRRC8B	0.175582773	0.200080313	0.162606676	0.233073118	0.206526603	0.238883531	0.213236199	0.176287692	0.138011482	0.182633566	0.26701819
LRRC8D	1.544594632	1.4637146	1.426058213	1.394010471	1.447594378	1.480026	1.563241469	1.551284406	1.588022172	1.53075703	1.585595608
LRRC8E	0.271422054	0.26760975	0.271801958	0.373872203	0.293771309	0.287733873	0.234741902	0.149489493	0.121581064	0.194614967	0.257499044
LRRFIP1	1.81888099	1.794908255	1.593361415	1.942874104	1.931999842	1.60943451	1.751710579	1.580583706	1.529152582	1.555706615	1.853444159
LRRFIP2	1.373733378	1.317891565	1.29532	1.318811609	1.396452847	1.253621928	1.291591937	1.396911937	1.299637257	1.262007612	1.452975925
LRRK1	0.226878129	0.295936363	0.336288503	0.324910535	0.318392456	0.252963367	0.254979694	0.232462072	0.179312013	0.181713035	0.242537701
LRRN2	-0.205966279	0.083241973	-0.153915981	-0.22568349	-0.191807418	-0.194794262	-0.201439312	-0.166089029	-0.211291119	-0.207343562	-0.194896
LRRN3	-0.1232382	-0.105115778	-0.125108694	-0.096596249	-0.134970077	-0.133881865	-0.125663804	-0.100746615	-0.112089632	-0.11007083	-0.124519112
LRRTM2	-0.149093882	-0.104823405	-0.142271873	-0.14042606	-0.098805303	-0.06230374	-0.134326399	-0.149100816	-0.156551232	-0.079469585	-0.142307903
LRRTM4	-0.255918976	-0.254954169	-0.273007151	-0.364338838	-0.268255994	-0.17962228	-0.243939323	-0.273260728	-0.239814924	-0.352341646	-0.252396359
LRTM1	-0.283435295	-0.267512202	-0.242290526	-0.202991051	-0.234492366	-0.204863451	-0.258615202	-0.169419595	-0.24206003	-0.210381404	-0.228696184
LSAMP	-0.071106859	-0.101676067	-0.147826794	-0.166564071	-0.153213148	-0.167520389	-0.105248601	-0.107591223	-0.064152143	-0.091742465	-0.16740912
LSG1	0.160874747	0.195809281	0.131679469	0.142491696	0.200161635	0.159995956	0.21239671	0.143207132	0.183355909	0.145883143	0.250587191
LSM1	1.094269171	0.930667378	1.003123853	0.908816889	1.010320157	0.927920539	1.051632684	1.241408974	1.125938978	0.957586512	1.046209797
LSM14A	0.789491523	0.795348349	0.664989731	0.755976026	0.80581288	0.708520437	0.728641203	0.837830078	0.824146476	0.781023838	0.879625701
LSM14B	0.176464072	0.091915109	0.069376198	0.160364907	0.14026992	0.077000546	0.090714979	0.230889702	0.12384988	0.053218477	0.100871527
LSM2	0.423927099	0.499511326	0.398192201	0.315950068	0.346469097	0.33843284	0.344116871	0.495296912	0.386029993	0.272839106	0.291749939
LSM3	0.515085518	0.531370521	0.559539199	0.554878175	0.499412179	0.592989624	0.519756556	0.460825294	0.775445104	0.530623913	0.399797499
LSM4	0.925371791	1.034840344	0.791738439	0.799615197	0.899982742	0.84512099	0.887468838	1.023577261	0.968466964	0.803948323	0.94339669
LSM5	0.155053464	0.076932663	0.035323799	0.142179834	0.071875788	0.099510672	0.069383084	0.092667765	0.108614434	0.044150896	0.064334569
LSM6	0.722505484	0.727500195	0.535001966	0.536527582	0.622566845	0.528939877	0.650931804	0.671073188	0.566940119	0.482098745	0.79817989
LSM7	0.984626618	0.992587364	0.913755238	0.871205335	0.958723977	0.859842181	0.944590383	0.982664953	0.854393942	0.84117351	1.018112837
LSP1	-0.104412932	-0.013729325	-0.134406718	-0.081850355	-0.040050666	-0.017864665	-0.063874358	-0.145258867	-0.056231107	-0.07806934	-0.131653896
LSR	1.293116931	1.344881998	1.373027041	1.373538179	1.577399992	1.275360717	1.427060556	1.04967541	1.20195342	1.078501476	1.467405889
LSS	0.776435954	0.874528522	0.890947578	0.808784137	0.879598151	0.823499147	0.777859354	0.627243544	0.648354755	0.622257977	0.743120582
LST1	-0.18823666	-0.225243248	-0.154718567	-0.204323269	-0.171715392	-0.19901873	-0.210577034	-0.219682273	-0.258936795	-0.202350714	-0.183520808
LTA	-0.109849506	-0.088777373	-0.102232051	-0.091872743	-0.08692715	-0.107386074	-0.1010819	-0.153928205	-0.185425918	-0.12651042	-0.071863935
LTA4H	1.975299865	2.067145616	2.08167699	1.966780857	1.957432509	2.100443378	2.123334065	2.214409634	2.301203296	2.172630608	2.087717414
LTB	-0.009340237	-0.030017487	-0.069656797	-0.019637995	0.033199036	-0.016141544	0.022239664	-0.103282274	-0.02540664	-0.062362926	0.055677461
LTB4R	0.23339002	0.248053856	0.354817659	0.288702314	0.322328742	0.209372584	0.242805874	0.195787662	0.185496812	0.221532838	0.358386306
LTB4R2	-0.138840616	-0.017950786	-0.088312894	-0.172315434	0	0.001889425	-0.198176041	-0.117586434	-0.151523322	0.206638381	0.035075288
LTBP1	0.841231407	0.847531325	0.938102947	1.017748725	0.937597228	1.034663148	0.907109035	0.754228447	0.779022989	0.878068518	0.95475559
LTBP2	2.815727843	2.926586933	3.196655856	3.15276689	3.104609198	3.17861104	3.02045295	2.832558725	2.868514578	3.048048894	2.967689541
LTBP3	0.463573666	0.554249976	0.329501478	0.36555991	0.602821413	0.455353992	0.307831764	0.395385591	0.291553182	0.217246844	0.384025791
LTBP4	0.38019704	0.420431863	0.422473111	0.455562757	0.462351784	0.354905183	0.387600053	0.204025889	0.20961992	0.221885281	0.344827343
LTBR	1.049646487	1.151517209	0.979211653	0.838146191	1.022928611	1.057815318	1.028006517	1.007337587	0.937418062	0.867574263	0.994136364
LTC4S	0.034527005	-0.015941975	-0.077139219	-0.017456394	0.007266789	0.039010067	0.06623512	-0.02273094	-0.033280319	0.049349137	0.022299722
LTF	0.458298188	0.707253997	0.768649915	0.588218385	0.779213004	0.484283833	0.421955412	0.425237525	0.638033833	0.525864803	0.853390132
LTK	-0.110544839	-0.116378119	-0.074867901	-0.12240578	-0.167368658	-0.156739003	-0.118907325	-0.143220037	-0.157572571	-0.199775613	-0.171495589
LTN1	0.962541911	1.04317388	1.140082454	1.008842851	1.119939206	0.99862247	1.070896592	0.922204212	0.959948469	1.0612169	1.215831005
LUC7L	1.142642301	1.248374652	1.093255405	1.206030432	1.312951196	1.133290478	1.112660695	0.994592289	0.818980358	0.99000359	1.247667859
LUC7L2	0.83596087	0.777056438	0.785547745	0.81509419	0.853102771	0.743325034	0.776395392	0.712185727	0.698422679	0.725682854	0.92785368
LUC7L3	1.762829535	1.719627488	1.845455992	1.734703751	1.963475266	1.787165754	1.737215588	1.649006324	1.709361205	1.744026275	2.060102031
LUM	-0.252114261	-0.268702544	-0.23203391	-0.241261705	-0.236735361	-0.128743307	-0.188337544	-0.215184288	-0.263768575	-0.203787831	-0.250923023
LUZP1	1.017512655	1.020155675	0.913088876	0.930072376	1.025716563	0.89719783	0.963900618	0.858024055	0.873209291	0.824835359	0.850982825
LUZP2	-0.102313892	-0.098937452	-0.08091001	-0.03983912	-0.121972632	-0.133341224	-0.01858575	-0.200640148	-0.154299336	-0.176265329	-0.162873748
LUZP4	-0.124235588	-0.114333581	-0.076413855	-0.048594871	-0.109678583	-0.159134403	-0.137186729	-0.177433354	-0.137561385	-0.143568527	-0.100616986
LXN	0.456051668	0.362975531	0.458513644	0.308760127	0.294160004	0.482826906	0.449227463	0.373576804	0.317586819	0.312724467	0.312806529
LY6D	0.459184076	0.553667179	0.649035919	0.498784282	0.407702172	0.402556653	0.530903682	0.478224826	0.510945888	0.393238266	0.437108364
LY6E	0.852511757	1.003536302	0.73795316	0.599287872	0.840080388	0.60476902	0.879584897	0.732773771	0.616772944	0.43737478	0.622318419
LY6G5C	-0.194899562	-0.122457346	-0.174161054	-0.172929533	-0.165742139	-0.197803085	-0.193659231	-0.110993561	-0.200048602	-0.209738305	-0.197181394
LY6G6C	-0.065797684	-0.062387801	-0.038380232	-0.159095561	-0.115855682	-0.09214604	-0.087766401	-0.043162076	-0.049627506	-0.095957692	-0.076592641
LY6G6D	-0.259664766	0.022463152	-0.176583384	-0.096661334	-0.155047168	-0.137059964	-0.202007664	-0.202990944	-0.151102461	-0.099667755	-0.200096291
LY6G6E	-0.265114504	-0.292555197	-0.24207835	-0.25119349	-0.219318319	-0.2649973	-0.194971158	-0.283138271	-0.295042685	-0.341887557	-0.224548074
LY6H	-0.290238163	-0.262240268	-0.247129023	-0.316728719	-0.251121154	-0.236478282	-0.267553646	-0.314946953	-0.281832911	-0.29617956	-0.264204086
LY75	0.236769467	0.266541235	0.350677003	0.308544675	0.381753158	0.412658694	0.275736834	0.137771838	0.267765236	0.298177615	0.427194628
LY86	-0.205208119	-0.126728563	-0.128498322	-0.213206704	-0.200350537	-0.176086894	-0.211916055	-0.172771087	-0.192301413	-0.184666689	-0.171773436
LY9	-0.118862317	-0.15164414	-0.1622258	-0.141902045	-0.159542411	-0.175303292	-0.192984753	-0.191677831	-0.154333289	-0.189647276	-0.189968368
