	PI3K1	PI3K2	PI3K3	PI3K4	PI3K5	PI3K6	PI3K7	PI3K8
LOC100507182	-0.199795496	-0.211143019	-0.220791452	-0.210900717	-0.134521005	-0.210340374	-0.126707985	-0.214827422
LOC100507192	-0.14456047	-0.120317645	-0.118899429	-0.137621829	-0.138973128	-0.081886313	-0.134861263	-0.160497625
LOC100507229	-0.162188889	-0.172743051	-0.186382439	-0.1506824	-0.192864485	-0.154662449	-0.08533212	-0.202655878
LOC100507314	0.405977933	0.301660756	0.321444377	0.303613133	0.361869259	0.425994188	0.432929348	0.258430149
LOC100507315	0.066659733	0.22080449	0.129425599	0.188877981	0.142743154	0.229126854	0.097909323	0.068503209
LOC100507328	0.828165224	0.570900002	0.498622705	0.589221233	0.551415145	0.621644983	0.622348487	0.566556606
LOC100507331	-0.079073068	-0.111160259	-0.131687036	-0.14388042	-0.133080413	-0.081873155	-0.05693494	-0.189567539
LOC100507397	-0.139000461	-0.169868842	-0.177118734	-0.163354188	-0.153179929	-0.186289117	-0.171101257	-0.085679956
LOC100507424	-0.043692428	-0.137743495	-0.058084906	-0.052184105	-0.020645043	-0.113589242	-0.081381477	-0.14080759
LOC100507442	-0.188838062	-0.182690751	-0.16399231	-0.126142834	-0.1348149	-0.13994948	-0.159265825	-0.167059773
LOC100507502	0.026356833	-0.022183029	-0.020052599	-0.049101266	-0.02741629	-0.055711884	-0.014188491	-0.056747419
LOC100507573	0.108373605	-0.156507984	-0.184999153	-0.0944473	-0.059014648	0.018875593	-0.286191821	-0.061367439
LOC100507577	0.043838194	-0.023414522	-0.030493134	0.029976806	-0.006447167	0.031179721	0.054860482	0.004480759
LOC100507605	-0.252288019	-0.191150674	-0.204193648	-0.205200179	-0.229545802	-0.185261909	-0.197663957	-0.182442508
LOC100507619	0.401500101	0.410295111	0.342527692	0.296233035	0.244966485	0.453210645	0.345339769	0.342754473
LOC100507620	0.140319322	0.181844341	0.142458223	0.180682511	0.110625609	0.113892564	0.140890914	0.170640651
LOC100507630	-0.139964944	-0.166047494	-0.166682484	-0.092559892	-0.17407564	-0.101959681	-0.131820481	-0.110364123
LOC150759	-0.190664023	-0.306125253	-0.32044369	-0.357282311	-0.240125626	-0.309447378	-0.180489436	-0.186206028
LOC151162	1.174586614	1.21609256	1.21665644	1.114360872	1.216044678	1.309630401	1.265528361	1.224649976
LOC157627	-0.070544441	-0.061199321	-0.135900937	-0.174490715	-0.155589675	-0.216860622	-0.05969229	-0.022449717
LOC1720	-0.102057034	-0.07572243	0.01251804	-0.104533241	-0.050236308	-0.020810721	-0.22175505	-0.098017999
LOC282997	-0.156627652	-0.131046902	-0.121724956	-0.069809187	-0.115781989	-0.120749846	-0.167217601	-0.160111277
LOC339290	-0.021326704	-0.106789361	-0.080979994	-0.076620986	-0.086908438	-0.084848037	-0.120206801	-0.04716825
LOC339524	-0.14371866	-0.125041676	-0.1355161	-0.099483061	-0.169769741	-0.180064063	-0.173307686	-0.155945056
LOC388796	0.891658947	1.154964542	0.780480891	0.912640595	0.661823791	0.907551476	0.594368708	0.653083816
LOC390940	-0.076062072	0.001371604	0.080084623	-0.051825455	-0.067187645	-0.059139914	0.014959792	-0.029242061
LOC400084	-0.16533469	-0.120865829	-0.081390104	-0.061456742	-0.06341298	-0.093000524	-0.081872879	-0.125169598
LOC440434	0.334503442	0.124240637	0.204103783	0.148670852	-0.111799635	0.295222551	0.167845964	0.005730756
LOC441601	-0.257417302	-0.11446355	-0.089642438	-0.163220991	-0.121305194	-0.158089232	-0.20638751	-0.165680939
LOC51145	-0.171217163	-0.097553286	-0.198981447	-0.123279671	-0.151563893	-0.112085331	-0.166274489	-0.157113292
LOC55908	-0.286033657	-0.241014977	-0.227239893	-0.218957974	-0.207190936	-0.232608787	-0.25388294	-0.270631845
LOC728392	0.318441901	0.211238294	0.220254687	0.170833106	0.220744591	0.262827198	0.332052756	0.193901334
LOC729164	-0.082128954	-0.048860489	-0.039947534	-0.000844341	-0.01039445	0.012265514	-0.005656655	-0.029506143
LOC729799	0.008013765	-0.093240754	-0.115866924	-0.160381041	-0.074496654	-0.042655	-0.069051885	-0.009252651
LOC730101	0.05339028	0.020488359	-0.051799341	-0.026844608	-0.013238086	-0.009889675	0.000168078	-0.023039132
LOC730227	-0.237478622	-0.205788412	-0.26828634	-0.228440709	-0.245540093	-0.183819753	-0.305134672	-0.234103639
LOC79015	-0.081164728	-0.027134898	-0.056947983	-0.08171376	-0.078737046	-0.137457769	-0.095984058	-0.080337494
LOC80054	0.020000758	0.105176386	0.114936441	0.05605317	0.072009396	0.093730314	0.007303443	0.069936539
LOC81691	-0.007927477	-0.045659868	-0.030646182	0.076774052	0.053034365	0.038489373	-0.006972684	-0.019887936
LOC91316	0.047578998	0.007048873	0.071989855	-0.143207539	-0.048114449	0.133332535	0.108644603	0.023778595
LOC92249	0.292593781	0.250901948	0.157186342	0.212409751	0.272278889	0.229596794	0.25026064	0.192143885
LOC93432	-0.170197698	-0.116824223	-0.136715827	-0.082601267	-0.13132055	-0.076049307	-0.106097642	-0.078100825
LONP1	1.357558608	1.412636004	1.335377239	1.429303296	1.363373257	1.355763212	1.344334557	1.362946506
LONRF3	-0.125677101	-0.091224116	-0.038312712	-0.111091777	-0.118801618	-0.078449506	-0.097543723	-0.122487774
LOR	-0.175231586	-0.281377698	-0.205337289	-0.198443121	-0.204466964	-0.215312213	-0.117143642	-0.153296432
LOX	1.173374025	1.378934425	1.272401926	1.273795421	1.114043949	1.479735993	1.329956845	1.345409863
LOXL1	0.854869045	0.993855667	0.864183868	0.885604231	0.844307109	1.067161204	0.981328059	0.962022636
LOXL2	1.445379763	1.401637912	1.37338628	1.336920909	1.402403116	1.50783903	1.551182127	1.447813654
LPA	-0.200585591	-0.136915819	-0.19515494	-0.199598244	-0.213266572	-0.157529657	-0.184485965	-0.187321113
LPAL2	-0.242845812	-0.161810382	-0.162650807	-0.211988121	-0.279121875	-0.131400156	-0.28812658	-0.133642711
LPAR1	0.316601995	0.367875593	0.29936123	0.27550867	0.192845582	0.392873804	0.344580178	0.32297347
LPAR2	0.498003505	0.439432506	0.327442011	0.321380037	0.346635212	0.540380254	0.489720355	0.413832488
LPAR3	0.29935312	0.235323411	0.194482754	0.274877821	0.214268155	0.419386259	0.358133491	0.328994716
LPAR4	-0.232307861	-0.112688712	-0.067101323	-0.129488231	-0.175391085	-0.153255369	-0.146180882	-0.123345837
LPAR6	0.749424332	0.748912065	0.639532842	0.651221299	0.633849061	0.798357139	0.935279641	0.780830481
LPCAT1	0.768111165	0.767081848	0.736507535	0.686774908	0.834184572	0.911784749	0.874694425	0.703712651
LPCAT3	0.498918254	0.519758816	0.410448808	0.505531828	0.527526617	0.645486477	0.641528719	0.57837692
LPCAT4	0.994085865	0.795584415	0.794415165	0.762762862	0.790475175	0.980625818	1.036204255	0.999441504
LPGAT1	0.294011151	0.328342343	0.188111842	0.143459151	0.052405539	0.341522426	0.359753817	0.243619146
LPHN1	0.031711723	0.062823871	0.059286899	0.00429322	0.04374168	0.060718628	0.059734832	0.010254125
LPHN2	0.998794312	0.995711103	0.895039152	0.882487789	0.904884083	1.07383347	1.039601919	0.969624672
LPHN3	-0.075924715	-0.069766799	-0.07304476	-0.110069994	-0.115055755	-0.043714737	-0.076057735	-0.072991069
LPIN1	0.617098801	0.556129199	0.505468158	0.591928188	0.582746646	0.623589735	0.602722505	0.558273979
LPIN2	0.050429745	0.025963351	-0.033918795	-0.005788194	0.028703784	0.029146762	0.074204231	0.007359909
LPL	0.114854835	0.212634885	0.167973606	0.110901792	0.113748754	0.266764631	0.161479645	0.220011691
LPO	-0.078243488	-0.059970111	-0.120676792	-0.104108899	-0.043804835	-0.001993077	-0.084723733	-0.093502457
LPP	0.662018866	0.665911847	0.651031318	0.653659962	0.585158719	0.687068977	0.685172384	0.653140837
LPPR1	-0.158417879	-0.118758902	-0.13249423	-0.101529416	-0.195673638	-0.129188381	-0.088763713	-0.126381098
LPPR2	0.064289929	0.120432606	0.155194296	0.080389214	0.068438044	0.091769185	0.119650403	0.056948921
LPPR3	-0.201637271	-0.143196474	-0.216347732	-0.108449156	-0.176865873	-0.189235136	-0.169983077	-0.243835708
LPPR4	-0.16511746	-0.180027876	-0.167444019	-0.130298072	-0.0985997	-0.1584389	-0.189268811	-0.18503679
LPXN	0.08323302	0.092336131	0.019499169	0.106535078	0.007722725	0.073996519	0.156390965	0.066415848
LRAT	0.435473654	0.335155848	0.352927502	0.363934777	0.404021101	0.482833356	0.47764233	0.466142593
LRBA	0.813139305	0.80743133	0.681816295	0.750939775	0.779807218	0.863250673	0.846977857	0.799737408
LRCH1	-0.13129189	-0.172449217	-0.204011889	-0.172435875	-0.16521605	-0.1595215	-0.186800703	-0.210745297
LRCH4	0.173814944	0.1636542	0.200442748	0.120450462	0.148822261	0.178909489	0.183525136	0.134565667
LRFN3	0.028808653	0.066184143	0.029172427	-0.003193018	0.059613076	0.120096081	0.06512188	0.027254067
LRFN4	0.364861374	0.441649236	0.327335476	0.344917323	0.330363351	0.509658729	0.37110265	0.376632325
LRIF1	0.748157317	0.769773621	0.685677348	0.664699482	0.62625866	0.827148674	0.744844695	0.664044937
LRIG1	0.395841024	0.425179818	0.367500268	0.359476221	0.321888878	0.46794069	0.488086162	0.440430296
LRIG2	0.205731267	0.250669055	0.162132518	0.199863192	0.180840963	0.353063765	0.30846404	0.244935284
LRIT1	-0.210886125	-0.250505063	-0.27499119	-0.271325583	-0.233949508	-0.266691783	-0.232337387	-0.251689676
LRMP	-0.161384491	-0.143255513	-0.197594099	-0.146829036	-0.139248911	-0.122428005	-0.118495442	-0.153090947
LRP1	0.280082599	0.215774391	0.277289728	0.192001818	0.319604378	0.32136226	0.306647155	0.281173932
LRP10	2.306577053	2.324017631	2.412207895	2.350381089	2.455985301	2.405854477	2.495154043	2.448007571
LRP12	0.554125787	0.594864498	0.512095834	0.490638951	0.457462194	0.686813761	0.679125345	0.622706258
LRP1B	-0.162424076	-0.214466684	-0.107268936	-0.137148739	-0.101766883	-0.092165764	-0.169691961	-0.172682376
LRP2	-0.059829521	-0.082893699	0.009680906	0.028199023	-0.11956661	-0.027484829	-0.08794051	-0.019881188
LRP2BP	-0.231601318	-0.131285656	-0.138669644	-0.135658699	-0.112947216	-0.150186059	-0.21861918	-0.179998122
LRP3	0.14140791	0.083335163	0.060620012	0.043386317	0.11243125	0.157743321	0.153960723	0.128717701
LRP4	0.157657875	0.141900294	0.107235664	0.011903062	0.116217057	0.141772396	0.149932441	0.120658254
LRP5	0.54370335	0.405499941	0.399356156	0.424368148	0.413910526	0.500348889	0.64579287	0.565496985
LRP5L	0.021931512	0.062563843	0.02131998	0.006344435	-0.053669083	0.054774341	0.028975087	0.011260106
LRP6	0.235259845	0.202439051	0.256586167	0.169596619	0.192535574	0.296057414	0.29378725	0.234603146
LRP8	0.659016029	0.573084989	0.578700976	0.479041037	0.55335642	0.701995433	0.652009013	0.623215907
LRPAP1	1.781812873	1.570048736	1.60151381	1.573043969	1.677732766	1.825557225	1.853463411	1.855552938
LRPPRC	1.162547797	1.27726987	1.099533449	1.181615009	1.153523142	1.273812269	1.272143364	1.162503572
LRRC1	0.699863463	0.824668617	0.741615012	0.878474784	0.83961489	0.807685087	0.788691344	0.830414766
LRRC14	0.282705265	0.213673734	0.213420846	0.181515097	0.194873124	0.18637487	0.150723736	0.057709439
LRRC15	-0.146335127	-0.144264843	-0.119862112	-0.166349302	-0.208884438	-0.1076613	-0.113146054	-0.136456322
LRRC16A	0.471518036	0.465255135	0.4130265	0.442075666	0.458457457	0.423305078	0.462057296	0.396048567
LRRC17	-0.066170835	-0.074762742	-0.051265537	-0.08470273	-0.073331039	-0.047007095	-0.160000151	-0.024187622
LRRC19	-0.266327791	-0.162371728	-0.211853509	-0.155381004	-0.22705006	-0.230889913	-0.229812845	-0.222282381
LRRC2	-0.155883089	-0.20312448	-0.183686518	-0.132620659	-0.126508841	-0.166747845	-0.183502333	-0.235820682
LRRC20	-0.024576117	0.012074345	0.031184609	0.004679054	0.040592812	-0.048559058	-0.005641758	-0.048740224
LRRC23	0.085731527	0.064609839	0.035683159	0.053074087	0.044796007	0.085887751	0.049914894	0.036131442
LRRC3	-0.251790448	-0.190465316	-0.262799796	-0.171276496	-0.184938656	-0.183554212	-0.195107207	-0.190170071
LRRC31	-0.172891994	-0.171803726	-0.185905116	-0.164493721	-0.185499166	-0.143449885	-0.16780655	-0.196879895
LRRC32	-0.180381897	-0.115877275	-0.161845944	-0.122168454	-0.125838538	-0.07643366	-0.126611532	-0.160395747
LRRC36	-0.131642322	-0.148472082	-0.081891962	-0.131210378	-0.106464062	-0.124945362	-0.086346179	-0.126053556
LRRC40	0.681593996	0.745431036	0.737515788	0.68133162	0.614785407	0.827993356	0.71113394	0.699265161
LRRC41	1.274971858	1.419129007	1.301440328	1.301699042	1.313859686	1.349584315	1.299161911	1.332856171
LRRC42	0.929189705	0.969023781	0.840234133	0.968542597	0.805813479	0.909152271	0.88059183	0.869019796
LRRC47	1.423022581	1.531284624	1.454770644	1.57723756	1.435582191	1.477491981	1.465896123	1.419907563
LRRC48	-0.173962775	-0.129259392	-0.119229672	-0.11734296	-0.065440796	-0.086400789	-0.078442826	-0.095342016
LRRC49	0.105779344	0.137588231	0.071745607	0.14433881	0.120523579	0.125740255	0.106851347	0.047770282
LRRC50	-0.060796952	-0.042871893	-0.089218089	-0.020413785	-0.071593242	-0.057470458	-0.044131243	-0.023722415
LRRC59	1.726729819	1.929585866	1.870563098	1.853382613	1.770582693	1.889805819	1.717344573	1.687043752
LRRC6	-0.072279905	-0.046384906	0.006482571	-0.01503108	-0.064924413	-0.031403589	-0.007210306	0.001691502
LRRC61	0.031426824	0.047640753	0.044828039	-0.005854502	0.074835963	0.045099091	0.049426812	0.027952412
LRRC68	-0.199574785	-0.195014819	-0.17564001	-0.126938914	-0.104254984	-0.12825309	-0.204959076	-0.130934767
LRRC8B	0.206293588	0.243788242	0.168087492	0.203730547	0.185839987	0.287740791	0.268052435	0.268956019
LRRC8D	1.567063848	1.658158726	1.560383234	1.390225079	1.366246707	1.814519498	1.630631884	1.657132718
LRRC8E	0.458384024	0.398346404	0.341176867	0.346135449	0.314346684	0.457184754	0.472292688	0.387202338
LRRFIP1	1.412362685	1.437771748	1.327699073	1.39709429	1.323351344	1.432234178	1.364131798	1.404953102
LRRFIP2	1.295172876	1.362821947	1.227152078	1.37402184	1.237487259	1.302581191	1.189624266	1.218056064
LRRK1	0.315558267	0.373964203	0.280369103	0.314434515	0.265924769	0.337774531	0.251708861	0.164240041
LRRN2	-0.153619867	-0.167515503	-0.153254624	-0.141626827	-0.094939646	-0.143897271	-0.246999892	-0.124207335
LRRN3	-0.089886532	-0.096176494	-0.120766088	-0.090035496	-0.109226267	-0.123430942	-0.110063974	-0.137240977
LRRTM2	-0.133907904	-0.174486729	-0.179855383	-0.161953275	-0.223338651	-0.186229563	-0.162471534	-0.142338305
LRRTM4	-0.228590954	-0.188837968	-0.268721699	-0.209398896	-0.271648977	-0.209946624	-0.238776204	-0.228080937
LRTM1	-0.260688265	-0.218872413	-0.238147618	-0.217363245	-0.19510892	-0.18446324	-0.226438952	-0.220005472
LSAMP	-0.074190134	-0.096692201	-0.053474299	-0.083497576	-0.134635914	-0.138924859	-0.149936925	-0.123426799
LSG1	0.24125627	0.316166281	0.229579425	0.284118559	0.289745621	0.307352129	0.2862192	0.24091192
LSM1	1.349995993	1.535960913	1.439135775	1.50421378	1.420871988	1.471432254	1.280961096	1.352260865
LSM14A	1.002098354	1.022692825	0.916357342	1.018744975	0.948854826	0.924559398	0.945463001	0.893567867
LSM14B	0.245628604	0.167024246	0.184483253	0.2576674	0.167721234	0.215206449	0.218775586	0.214236117
LSM2	0.602951901	0.736102819	0.621096028	0.726355097	0.610419369	0.579385872	0.401831185	0.627051671
LSM3	0.578236938	0.548612773	0.422393739	0.782353699	0.517628849	0.539708555	0.472385347	0.656605542
LSM4	1.349222455	1.426176914	1.345974084	1.483494208	1.29519349	1.329457903	1.269305673	1.283316013
LSM5	0.129858883	0.232694761	0.148130562	0.199399982	0.170025626	0.246872196	0.137153145	0.128535688
LSM6	1.042665025	1.124636051	1.01179868	1.06317118	0.905981393	1.029795894	0.944196381	0.965180661
LSM7	1.202194684	1.279995455	1.08511065	1.310885532	1.160018467	1.154689726	1.121103105	1.14032895
LSP1	-0.065037779	-0.070585892	-0.168670093	-0.042282921	-0.094724794	-0.053638355	-0.050716985	-0.10253398
LSR	1.54306326	1.49006065	1.47370161	1.408767727	1.427918889	1.716232591	1.733095947	1.65942928
LSS	0.911509522	0.853354538	0.880442298	0.928880174	0.887676265	0.921298744	0.922760794	0.896370266
LST1	-0.234031968	-0.170344161	-0.181345538	-0.182441752	-0.181283082	-0.181534102	-0.19914024	-0.215854929
LTA	-0.173175659	-0.065886957	-0.041824257	-0.116871181	-0.078955929	-0.05793662	-0.100956301	-0.098887517
LTA4H	2.343492478	2.482616395	2.472778872	2.559549272	2.46947892	2.345812365	2.382066026	2.386887938
LTB	0.055799361	0.01137408	-0.023910147	0.03842376	0.005311091	0.016691482	-0.005033558	0.02011361
LTB4R	0.088335262	6.8692e-05	0.018837372	0.005351698	0.067138459	0.074587575	0.124744364	0.031747745
LTB4R2	-0.327576756	-0.217808306	-0.015030715	-0.114302061	-0.166222095	-0.143131047	-0.058787577	-0.327662826
LTBP1	0.710687459	0.65877401	0.583507138	0.614476293	0.783927557	0.848118203	0.868407278	0.708776251
LTBP2	2.576449619	2.486905363	2.717717396	2.514442841	2.71608158	2.493220766	2.701749298	2.628422115
LTBP3	0.72957721	0.474439078	0.323900921	0.660807268	0.687456387	0.751440859	0.742875391	0.714480162
LTBP4	0.393224071	0.347308538	0.309368335	0.349067661	0.335237958	0.423629981	0.427546353	0.383364377
LTBR	1.0805028	1.056841623	1.001212911	1.063335435	0.973403659	1.159473539	1.247437571	1.16124093
LTC4S	0.114817413	0.069407296	0.063317061	0.159894146	0.078233067	0.024315564	0.034895142	0.158640921
LTF	0.679118002	0.472265599	0.420478258	0.34872324	0.645814104	0.407002056	0.468531076	0.564556238
LTK	-0.130271897	-0.151049288	-0.148337477	-0.100849079	-0.125634342	-0.122693539	-0.10816317	-0.110267167
LTN1	1.022754221	0.931615365	0.990142905	0.841862155	0.956494747	0.986041081	1.05563878	0.903141307
LUC7L	0.954236754	0.851927764	0.775256919	0.730835136	0.741353944	0.829747669	0.848124742	0.740881975
LUC7L2	0.671563789	0.665687283	0.566234628	0.52770049	0.559427731	0.729515688	0.638115247	0.541828628
LUC7L3	1.460365537	1.185506508	1.100266228	0.98012358	1.046047002	1.334814657	1.3782991	1.162083457
LUM	-0.227440481	-0.201368693	-0.242913428	-0.168709161	-0.235675913	-0.213187964	-0.192607045	-0.239473919
LUZP1	0.78006361	0.72653252	0.73950801	0.70833303	0.780167318	0.76553127	0.817521849	0.749762787
LUZP2	-0.129792606	-0.107995031	-0.062894187	-0.058581438	-0.087334875	-0.085874743	-0.204657124	-0.174947567
LUZP4	-0.14717833	-0.130789854	-0.094898086	-0.099429319	-0.122969939	-0.082867219	-0.096870365	-0.118048852
LXN	0.756211424	0.690450144	0.615248905	0.752229883	0.82065296	0.75421934	0.744273662	0.744185954
LY6D	0.967787127	0.86133295	0.838037709	0.761397395	1.155373974	0.773478544	0.878019661	1.043836147
LY6E	1.488887493	1.502005898	1.375602484	1.45890262	1.585053597	1.488389801	1.506512541	1.412924951
LY6G5C	-0.137124719	-0.13694729	-0.158884908	-0.101308319	-0.224288645	-0.144864161	-0.062276229	-0.132695576
LY6G6C	0.04562355	0.064812938	0.057437998	0.082265458	0.120410927	0.062463023	0.072594967	0.11363245
LY6G6D	-0.267987981	-0.185350386	-0.101544333	-0.179821467	-0.217570248	-0.18276385	-0.197274009	-0.188963469
LY6G6E	-0.222738355	-0.223549965	-0.183653965	-0.161446608	-0.200071473	-0.186948437	-0.193332878	-0.250126808
LY6H	-0.252913539	-0.202421609	-0.251474153	-0.237216864	-0.230952121	-0.253685858	-0.242293355	-0.267176782
LY75	0.442147657	0.438244688	0.319422132	0.3324601	0.36572774	0.599283666	0.551799423	0.482283185
LY86	-0.108257304	-0.095888783	-0.145444426	-0.127445325	-0.124413744	-0.122082201	-0.090971989	-0.10350746
LY9	-0.202705371	-0.135583191	-0.12196754	-0.16603285	-0.173266762	-0.142157842	-0.182920562	-0.139234543
LY96	-0.190090074	-0.166587098	-0.230059182	-0.182141637	-0.144348756	-0.174068458	-0.190613619	-0.177574554
LYL1	-0.025161041	-0.03254308	-0.073049955	-0.017066956	-0.073847056	-0.026814769	-0.056223408	0.043178801
LYN	0.455466982	0.442538597	0.361604045	0.454073665	0.420778774	0.426937157	0.404182184	0.426469294
LYPD1	-0.157904247	-0.051259254	-0.131818307	-0.095173745	-0.07705852	-0.088571622	-0.074791437	-0.090546471
LYPD3	0.543301927	0.461385457	0.553202831	0.449003732	0.54939378	0.542330754	0.617665751	0.575650831
LYPLA1	1.598303517	1.716609885	1.669202556	1.58369795	1.507834752	1.604308933	1.478478024	1.573571821
